"RelativePath","SizeKB","LastWriteTime"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000110110001011110001001cda7604a62b3ff9ca5d568ab28.lance","8,99","14/04/2026 11:22:00"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001101101101111101100101accb84b559a1958c3f1174d2b.lance","7,11","14/04/2026 11:10:29"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000110110111001010101000cee46b4b049a0592c7434e437c.lance","19,74","14/04/2026 11:09:30"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001101110100101101000102fe8a2488381416c2106fef161.lance","37,81","14/04/2026 12:18:48"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00011011111001000001000003903d40be96c68140ced7b447.lance","26,49","14/04/2026 11:17:24"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111000010001101001010ca53e244bfbdb3a1ad83f5db22.lance","11,42","14/04/2026 11:12:32"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00011100100001110101011093fba84f59bdbbc6aa3864bfba.lance","14,61","14/04/2026 12:20:36"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111001000011111100010ad9f8848b78332aa43ab5e4a62.lance","7,05","14/04/2026 11:12:12"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111001010000110111001496efc4a70aeb39680f79e6fac.lance","52,25","14/04/2026 11:10:32"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001110011100110001101003c1bb448f48c44af801930f80c.lance","7,05","14/04/2026 11:14:19"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00011101000011000100000196b7594932bf2ba63a255bcef0.lance","28,31","14/04/2026 11:10:57"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111010001111111101001686c60454fb34e5d8fd05acaed.lance","7,17","14/04/2026 12:10:04"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00011101001100101001100115dc034f85bafdb5252434c6b0.lance","16,86","14/04/2026 12:10:05"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111011000011101111010f715c842d7a0dac16277a49431.lance","24,93","14/04/2026 12:18:06"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001110110000111100111016604e94745b7fdb494ccd401ba.lance","14,74","14/04/2026 12:17:59"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001110111111111011111015be1f74621964c33e07258e7eb.lance","16,74","14/04/2026 11:20:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001111000110101001000110a405a4314b76902819813a585.lance","6,99","14/04/2026 12:21:09"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001111000111111011000004907134d9daed481b298204262.lance","26,18","14/04/2026 12:17:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00011110010100100010001061c4144c939c2de2dfd5e70b19.lance","34,88","14/04/2026 12:12:51"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111101010000100001010a28abd4fcc9d4168b7456b6a83.lance","77,25","14/04/2026 11:20:35"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111101010110010111010542de145288ef1786fcfeb1a28.lance","41,62","14/04/2026 11:12:52"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00011110101101110011110048f4044441973189cfe716a3c1.lance","35,94","14/04/2026 12:10:53"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0001111011010110001100111ea79f42b2ace1e36de5db4359.lance","13,3","14/04/2026 12:15:51"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\000111111110111101100010dcc2e84cf9a610068c9ffda5b6.lance","3,17","14/04/2026 11:11:16"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010000000011110010011004ba8474ca7acac2540ea8152d4.lance","26,74","14/04/2026 12:17:03"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010000000100001010110008366d5483ea9439bba296957f6.lance","22,68","14/04/2026 11:13:01"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000000011001110110001e05c10418dbbc1725b64367cff.lance","5,17","14/04/2026 11:12:15"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000000111011110001000d9f4634222a08818d0d8d5b119.lance","57,12","14/04/2026 12:20:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000001001101011000010771f024d46834c4f37e94d786d.lance","5,11","14/04/2026 12:19:23"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000001100010010100010650ccc4fd7aeea8691dcbfde65.lance","41,38","14/04/2026 12:11:47"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010000100000001101010019b36e047a5acdacefa8b64174f.lance","7,05","14/04/2026 12:15:37"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000011001010100101011060dd242b9bf2306a811b1f5ca.lance","8,92","14/04/2026 12:20:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000011011111001011100c2ba504930a0e5ca3989a03961.lance","8,99","14/04/2026 11:18:35"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000011011111110110111ea18ec494e82c7d624532199bc.lance","26,68","14/04/2026 12:11:06"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000100111101001110100cd41064f6a84233a8a9832db2e.lance","33,12","14/04/2026 12:20:52"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000110001100100100110f948dd4dc58ba5f1f74048149a.lance","40","14/04/2026 11:24:02"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000110010100010100011dca52243a4b01e2baf86dafd20.lance","6,99","14/04/2026 11:24:29"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000110010110011000001deb8914d0c8bfcd33cfa28e764.lance","13,3","14/04/2026 11:20:00"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000110011111010101100ef4ea343b4a249f29b40f48dc1.lance","14,74","14/04/2026 11:19:57"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00100011100001111111111199ade74703bea08a661fdc1e10.lance","5,11","14/04/2026 12:09:49"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000111010100000010100edd07f4d709380ab81a776b54a.lance","14,55","14/04/2026 11:13:23"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010001110111011011000103a8fde4fc48862124cefa0d0e1.lance","5,17","14/04/2026 12:12:24"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001000111101011101001111c5d6774996a9d4daa9ddb22d07.lance","7,05","14/04/2026 11:12:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001001000100101101011111ec095d425cae43aa772cd1191c.lance","24,68","14/04/2026 12:19:51"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010010001011001001000006a7c464f51b511838c3005c2c3.lance","8,92","14/04/2026 11:20:42"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00100101010111111101011186751b4113b19c7ecfbb739796.lance","25,06","14/04/2026 12:19:38"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001001011000001000110111c656654487aa84e9589e33f366.lance","38,25","14/04/2026 11:10:01"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010010110111111001110111aa50f48449b4c021ce5a7abbe.lance","14,92","14/04/2026 12:08:39"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00100110001000001001100173a79f41bc93fdc2e376178d12.lance","8,86","14/04/2026 11:20:42"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010011001111010011001114f91aa48fcbbc3e8a83b0948ca.lance","12,8","14/04/2026 11:10:24"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001001101100101010111010510d7e46f9832eaeec2e249990.lance","5,11","14/04/2026 11:10:07"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00100111000000010000100149472342f8924232781b36991c.lance","30,56","14/04/2026 11:17:04"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001001110000001110000111c13d9e43b8ae28927d7dc2a6cd.lance","37,38","14/04/2026 11:21:16"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00100111010010001101111199a42b40efbd31e072d5bc8467.lance","38,25","14/04/2026 12:20:41"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010011101101010010000017ed72d4c5ea1733768145c32d3.lance","16,67","14/04/2026 11:11:31"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00100111100101010110100066372e403b8a0d492baa473eda.lance","5,05","14/04/2026 11:18:40"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010000000001111101011c3cefc4834ab6d8f4c2e5674a3.lance","5,11","14/04/2026 11:13:22"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010100001100111001101107e28e14011921373ece6812d6f.lance","20,68","14/04/2026 12:20:32"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010100011011010110110103c1b944363923d539aa73a3a48.lance","5,17","14/04/2026 12:19:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00101001000001111111101087c1814e0582c1afb41d72673a.lance","20,43","14/04/2026 11:10:36"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010010001011111011101f88ce84380b6fceaf36285cee1.lance","16,86","14/04/2026 11:20:07"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010010100001101010000095990455ba94bb34f7734d9f5.lance","14,74","14/04/2026 12:11:04"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010100101100011010100015c37bd401380596d2066067131.lance","14,74","14/04/2026 11:11:18"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010011000101100001011b649a84420987450fe4e9b567f.lance","52,25","14/04/2026 12:10:21"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010101001010001101101016487f049a58a732f39db4b7893.lance","196,94","14/04/2026 11:09:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010101000001110111001a49f8e4cd985244029f49258b3.lance","24,93","14/04/2026 11:11:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010101001100100010010ff09ba4eac8b9998c2a330e30f.lance","40","14/04/2026 11:12:41"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010101101010000111100dd95214c4aaead552e0c7b134b.lance","41,38","14/04/2026 11:19:21"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010101011110110111110000ea8ba4c79a7eeac69ac4dfc59.lance","10,67","14/04/2026 12:20:01"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00101011100111001011100049ad8b429ea9315c3b6c644d7c.lance","16,8","14/04/2026 12:18:26"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010101111101100001100015953fc497bb89c9afef49ee4e4.lance","206,96","14/04/2026 12:15:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001010111111011010100001b580e64932869f4543bd6e027f.lance","20,87","14/04/2026 11:11:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010110000000000110001013a9f0f4359940bd853ccc396ea.lance","32,19","14/04/2026 11:13:06"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00101100000111010111101065369f47728cca51641b808821.lance","28,18","14/04/2026 11:10:42"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011000001111111111011f9508b4792bb67e4fd93679e26.lance","14,74","14/04/2026 12:09:10"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011000010110000100011a05f50405d972c31818d4738ae.lance","10,55","14/04/2026 12:17:57"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010110011001101001101117a888a4ec6bb2d77855e00249d.lance","3,24","14/04/2026 11:10:30"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011010110101110101101bc8ad34917a09cbd3b79f65fbe.lance","3,17","14/04/2026 11:12:07"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011100011101001111001afd78b477f99f0abc1ea7c3ebd.lance","5,17","14/04/2026 11:25:33"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00101110100001010100101002ff78471a85988d9ac5825437.lance","33,69","14/04/2026 12:12:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011101000011010110110917497455bbf02e8b9ecbaa026.lance","22,31","14/04/2026 11:10:43"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011101100001011010001ae6fb74374951d10fbc82d4f44.lance","55,19","14/04/2026 11:11:54"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011110001101001011011a2d42f434c9541725ed8a504d9.lance","20,62","14/04/2026 11:21:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011110010000100000111ce595940549c54f33a3df38872.lance","5,11","14/04/2026 12:17:15"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010111100110001110111017b9d7142f8a38232b4ad533287.lance","40,88","14/04/2026 12:12:39"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011110011011001101001dc96594461bcbca4087856581f.lance","3,24","14/04/2026 12:10:18"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0010111101100111101010106cee494c15a54d5e121e57c8c8.lance","12,86","14/04/2026 11:20:29"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00101111101000000011101082fa05455a9fffa762465d93cd.lance","16,67","14/04/2026 11:26:10"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00101111101110010101001159f5504e55b2b06ffef0642e9c.lance","5,11","14/04/2026 11:10:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001011111011111110100011fca84645118cf597d99a31e9fd.lance","206,96","14/04/2026 11:09:22"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011000011101001001101116b58f541dc9f56f081006b0c0a.lance","24,31","14/04/2026 12:17:56"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011000101011010010000119fb2ee4d80a6b88c8dcf8dbfdd.lance","24,31","14/04/2026 11:16:50"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00110001011011110100000144ba6a4edaa2e4ab7d081925d9.lance","39,75","14/04/2026 11:26:46"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001100010111101111111100db852d4a02a809a55e03c5de35.lance","40,44","14/04/2026 11:18:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011000110100100101101111b617143e794e405a0943c4634.lance","20,62","14/04/2026 11:12:03"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001100011111100100100010ea84bd487b91e45af07f2905b5.lance","26,18","14/04/2026 11:10:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001100011111101110101011bf19a64b9a87289841bff62229.lance","29,87","14/04/2026 12:17:55"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011000111111011111110016a49184203aee8a6039039ddc4.lance","5,17","14/04/2026 11:07:19"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011001001011001110101006ec89d4171a05eb3c8fb0b7602.lance","12,8","14/04/2026 12:17:12"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011001001101010100010017e3922449a858d16b5957d49ef.lance","5,05","14/04/2026 11:17:29"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001100100111001110111101ed418e42ecbb01d1e7c01863c3.lance","37,38","14/04/2026 12:17:24"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001100101000000110000001711da44e74b57474ce1d7a00bb.lance","34,56","14/04/2026 11:18:21"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001100101010100001101111b312d242b6ab94703710db6072.lance","26,49","14/04/2026 11:20:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011001100010110100000006dc688426b85c3f25b5f6dbd4f.lance","9,05","14/04/2026 11:14:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00110011101011010100011197cc4d4d1ab0bf0b1fa62aad79.lance","14,92","14/04/2026 11:09:31"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001100111011000101100001f0d203475f8362d5fa5a343ed7.lance","5,11","14/04/2026 12:21:07"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011010000101101100111017b4a6144caa47b94ade40f07ba.lance","16,61","14/04/2026 11:13:00"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00110100001100101000111125beb14170baddfe074d2ae30a.lance","3,17","14/04/2026 12:15:19"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001101000110011110100110035cf043f6bb9e53c664fc7191.lance","30,37","14/04/2026 12:18:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001101001000110001101111f60a474e19aa527c40ec84b7f3.lance","37,69","14/04/2026 12:10:55"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00110100101101101010011125a3814bfd8efa3e21ca2b374f.lance","26,49","14/04/2026 11:13:08"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00110101001101111010110051ed56483e8539343b5b9fc757.lance","9,05","14/04/2026 11:09:55"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001101010100001110010001d403f5498d923a2b1c6bea690a.lance","34,88","14/04/2026 11:23:39"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011010101010001110110013225a34b3284ccf60565a76d6b.lance","8,86","14/04/2026 12:16:54"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011010110000110000001100f193b48d9b45f868c74a62295.lance","22,93","14/04/2026 11:14:04"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\00110101101000011010110189a30b4d6bb537d3342cd1ad7a.lance","11,42","14/04/2026 11:23:19"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011010111000100111101112d5089459e955679670874501c.lance","34,06","14/04/2026 12:10:29"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001101100100010000111001e73c1744b6a1b7bfd5d090cf8f.lance","14,74","14/04/2026 11:11:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011011010000110110001013151bd4179889dc38179778167.lance","12,61","14/04/2026 12:20:18"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011011011100111000101101070ca4137a2e664cd2b047d9b.lance","10,86","14/04/2026 12:11:35"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001101101110110000111011ee3ce444bcb35f10fde36c6739.lance","10,55","14/04/2026 11:16:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011011100000111010100005126de4f05bfe7985898a0e026.lance","30,56","14/04/2026 12:11:02"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\001101110000110101111000d695f04f5892680d1402435453.lance","12,74","14/04/2026 12:19:37"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011011101100100010111110a0a0c4744afa5b2184301086c.lance","7,05","14/04/2026 11:12:16"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0011011110011110011110005a4e6c4904837830e55ef649a4.lance","3,17","14/04/2026 11:10:05"
